Códigos de Participante de Consumidores Directos,,,,
,,,,
Código,Empresa,Unidad,Fecha Alta,Estado
"1486
1720
1565
1565
1182
1026
0976
0784
0784
0784
0784
0784
0784
1439
1712
1270
1714
1711
0993
1268
1627
1821
1170
1632
1320
1332
1353
1655
1056
1333
0909
1736","EDP ESPAÑA, S.A (COMPRA SSAA)
ELECTRICIDAD ELEIA, S.L.U
EMAYA, S.A.
EMAYA, S.A.
EMBELLECIMIENTOS TEXTILES S.A
EMILIO ESTEBAN S.A
ENCE ENERGIA Y CELULOSA S.A (C.D.)(2)
ENEL GREEN POWER ESPAÑA, S.L
ENEL GREEN POWER ESPAÑA, S.L
ENEL GREEN POWER ESPAÑA, S.L
ENEL GREEN POWER ESPAÑA, S.L
ENEL GREEN POWER ESPAÑA, S.L
ENEL GREEN POWER ESPAÑA, S.L
ENERGIA NUFRI SLU (C.D.)
ENERGY SOLAR TECH S.A.
ENERJOIN
ENTECO EXTREMADURA S.L
ENTECO PHARMA S.L
ESCORXADOR COMARCAL DEL MOIANES S.A
ESTACION CENTRAL DE AUTOBUSES DE ZARAGOZA SA
ESTAMPACIONES METALICAS EPILA S.A
EXPO CENTER BMC, SL
EXTREMEÑA DE ARROCES, S. COOP. ULTIMO GRADO
FG ACTA GROUP, SL
FLAMAGAS LLINARS SLU
FOENER ENERGÍA S.L (REPR. C.D.)(1)
FOENER ENERGÍA S.L (REPR. C.D.)(2)
FOENER ENERGÍA S.L. (CD.)
FORESTA TERRENOS , S.L
FRANCISCO OLLER S.A.
GAMBASTAR S.L
GARCÍA-MUNTE ENERGÍA S.L","HCGCOX
ELEAUX
MAYASB
MAYESB
ENTXC01
EMESC01
PONXC01
ECYRREX
ECYRXGC
ECYRXLG
ECYRXPA
ECYRXTF
ECYRXSB
ENFDC01
ENSTC01
JOINC01
ENXXC01
ENPHC01
MOIAC01
ESBUC01
EPILC01
EXPC01
ARROC01
FGACC01
FLAMC01
DREDC01
DREEC01
DREASB
FTERC01
OLLEC01
GAMBC01
GMEEC01","05/09/2020
23/02/2023
08/06/2021
22/05/2021
04/03/2017
16/06/2015
01/02/2021
01/05/2022
01/03/2009
18/05/2019
01/03/2009
01/03/2009
05/12/2020
01/03/2020
27/01/2023
01/02/2018
21/01/2023
27/01/2023
06/03/2015
01/02/2018
01/01/2022
04/05/2024
01/01/2017
01/01/2022
11/10/2018
01/03/2019
01/04/2019
22/01/2022
12/09/2015
01/03/2019
01/02/2014
05/04/2023",VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,"Baja a:
17/10/2024"
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
26 agosto 2025 3 de 6,,,,
