Códigos de Participantes de Distribuidores,,,,,
,,,,,
Código,Empresa,Unidad,Fecha Alta,Estado,
"0321
0322
0021
0323
0419
0555
0405
0239
0247
0324
0325
0326
0327
0328
0330
0331
0624
0333
0334
0310
0572
0335
0472
0336
0648
0337
0412
0404
0243
0189
0338
0339","HIJOS DE JACINTO GUILLEN DISTRIBUIDORA ELÉCTRICA, S.L.
HIJOS DE MANUEL PERLES VICENS, S.L.
I-DE Redes Eléctricas Inteligentes, S.A.U.
ICASA DISTRIBUCIÓN ENERGIA, S.L.
IGNALUZ JIMENEZ DE TORRES, S.L.
INDUSTRIAL BARCALESA, S.L.
INPECUARIAS POZOBLANCO, S.L.
INPECUARIAS TORRECAMPO, S.L.
INPECUARIAS VILLARALTO, S.L.
ISMAEL BIOSCA, S.L.
JOSÉ FERRE SEGURA E HIJOS, S.R.L.
JOSE RIPOLL ALBANELL, S.L.
JOSEFA GIL COSTA, S.L.
JUAN DE FRUTOS GARCÍA DISTRIBUCIÓN ELÉCTRICA, S.L.U.
JUAN N. DIAZ GÁLVEZ Y HERMANOS, S.L.
JUAN Y FRANCISCO ESTEVE MAS, S.L.
LA CONSTANCIA-ARÉN, S.L.
LA ELÉCTRICA DE VALL DE EBO, S.L.
LA ERNESTINA ENERGÍA, S.L.
LA PROHIDA DISTRIBUCIÓN ELÉCTRICA, S.L.
LA SINARQUENSE, S.L.U.
LEANDRO PEREZ ALFONSO, S.L.
LEINTZARGI, S.L.
LERSA ELECTRICITAT, S.L.
LLUM D'AIN, S.L.
LUIS RANGEL Y HERMANOS, S.A.
LUZ DE CELA, S.L.
LUZ ELÉCTRICA DE ALGAR, S.L.U.
LUZ ELÉCTRICA LOS MOLARES, S.L.
MAESTRAZGO DISTRIBUCIÓN ELÉCTRICA, S.L.
MANUEL ROBRES CELADES, S.L.
MEDINA GARVEY ELECTRICIDAD, S.L.U.","R1-050
R1-266
R1-001
R1-205
R1-276
R1-295
R1-025
R1-247
R1-109
R1-131
R1-146
R1-117
R1-118
R1-051
R1-127
R1-249
R1-349
R1-183
R1-105
R1-048
R1-319
R1-119
R1-313
R1-052
R1-354
R1-142
R1-228
R1-272
R1-250
R1-017
R1-269
R1-028","01/05/2009
01/07/2009
01/07/2009
01/07/2009
01/07/2009
01/04/2009
01/04/2009
01/06/2009
01/04/2009
01/05/2009
01/04/2009
01/05/2009
01/06/2009
01/04/2009
01/04/2009
01/05/2009
01/07/2009
01/06/2009
01/05/2009
01/05/2009
01/07/2009
01/05/2009
01/07/2009
01/04/2009
01/07/2009
01/05/2009
01/07/2009
01/07/2009
01/07/2009
01/07/2009
01/07/2009
01/07/2009",,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,"VBIGajEa NaT:E
31/12/2999"
,,,,,
26 agosto 2025 9 de 11,,,,,
