Códigos de Participante de Consumidores Directos,,,,
,,,,
Código,Empresa,Unidad,Fecha Alta,Estado
"1297
1297
1297","CEPSA GAS Y ELECTRICIDAD, S.A.U (REPR. C.D.)
CEPSA GAS Y ELECTRICIDAD, S.A.U (REPR. C.D.)
CEPSA GAS Y ELECTRICIDAD, S.A.U (REPR. C.D.)","CD02R01
CD03R01
CD04R01","01/11/2022
01/01/2025
01/01/2024",VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
"1297
1297
1297
1297
1297
1640
0913
1173
1074
1074
1225
1225
1267
1091
1458
1735
1367
1367
1367
1073
1124
1124
0834
1006
1762
1551
1598
1722
1542","CEPSA GAS Y ELECTRICIDAD, S.A.U (REPR. C.D.)
CEPSA GAS Y ELECTRICIDAD, S.A.U (REPR. C.D.)
CEPSA GAS Y ELECTRICIDAD, S.A.U (REPR. C.D.)
CEPSA GAS Y ELECTRICIDAD, S.A.U (REPR. C.D.)
CEPSA GAS Y ELECTRICIDAD, S.A.U (REPR. C.D.)
CEPSA GAS Y ELECTRICIDAD, S.A.U.
CLUB NATACIÓN SANTA OLAYA
COMERCIAL AGROPECUARIA SOCIEDAD AGRARIA DE TRANSFORMACION
COMERCIAL JESUMAN, S.A.
COMERCIAL JESUMAN, S.A.
COMPAÑIA ESPAÑOLA DE LAMINACION SL
COMPAÑIA ESPAÑOLA DE LAMINACION SL
COMPAÑIA ESPAÑOLA DE LAMINACION SL
COMPLEJOS DE VINILO S.A
COMUNIDAD DE REGANTES DEL CANAL DE ESTREMERA
COMUNIDAD DE REGANTES EL PORVENIR
CONGELADOS HERBANIA SA
CONGELADOS HERBANIA SA
CONGELADOS HERBANIA SA
CONSORCIO DE LA ZONA FRANCA DE VIGO
CORPORACION ALIMENTARIA GUISSONA,SA (C.D.)
CORPORACION ALIMENTARIA GUISSONA,SA (C.D.)
CUPIRE PADESA S.L (1)
CUPIRE PADESA S.L (2)
DEPORTIVO ALAVES SAD
DIPUTACION DE BADAJOZ
DIVISEGUR SL
DOBLADOS BUXO SA
DOLOMITAS DEL NORTE S.A.","CD05R01
DETCD01
DETCD02
DETCD15
DETCD16
DETSSAA
NSOC01
CASAC01
JESUMPA
JESUMTF
CELSC01
CELSR01
CELSC02
VINIC01
CRCEC01
PORVC01
CONHEFL
CONHEGC
CONHETF
CZFVC01
GUISC02
GUISR01
CUPAC01
CUPBC01
DEPOC01
DIPBC01
DIVSC01
DOBLC01
DOLVC01","01/01/2025
01/06/2018
01/12/2018
29/01/2022
19/05/2022
24/06/2022
01/03/2014
24/01/2017
01/12/2015
01/12/2015
10/08/2017
01/11/2022
19/01/2018
26/01/2016
27/05/2020
05/04/2023
20/04/2019
20/04/2019
20/04/2019
11/11/2015
11/05/2016
01/01/2024
03/10/2012
01/04/2015
07/09/2023
01/04/2021
15/10/2021
14/03/2023
12/03/2021",VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,"Baja a:
31/12/2024"
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,"Baja a:
23/06/2025"
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,"Baja a:
14/01/2025"
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,
,,,,VIGENTE
,,,,"Baja a:
07/11/2024
Baja a:
20/05/2025"
,,,,VIGENTE
,,,,
26 agosto 2025 2 de 6,,,,
